GeneID	gene_name	JMD1	JMD_TKD1	JMD2	JMD_TKD2	JMD3	JMD4	JMD5	JMD_TKD3	TKD1	TKD2	JMD6	JMD7	JMD8	JMD_TKD4
650655	ABCA17P	0	0	0	0	0	3	0	0	0	0	0	0	2	0
20	ABCA2	28	24	29	9	35	48	32	20	23	25	21	40	21	25
21	ABCA3	3	5	0	1	2	15	0	1	0	6	0	2	2	3
24	ABCA4	0	2	0	0	0	5	0	0	0	1	1	9	2	2
23461	ABCA5	0	0	0	3	4	6	0	0	0	4	0	5	3	41
23460	ABCA6	1	1	0	0	1	3	0	0	2	2	1	3	4	1
10347	ABCA7	14	18	19	22	32	51	25	22	22	22	23	27	45	7
10351	ABCA8	0	0	0	0	0	1	0	0	0	0	0	1	0	0
10350	ABCA9	0	0	1	0	0	2	1	0	3	0	0	1	1	2
5243	ABCB1	0	1	0	3	0	1	1	2	0	14	2	9	2	7
23456	ABCB10	1	1	2	2	1	6	6	7	3	0	2	6	9	2
8647	ABCB11	0	0	0	0	0	1	0	0	0	1	0	1	0	0
5244	ABCB4	0	0	0	0	0	1	0	0	1	0	0	4	0	1
340273	ABCB5	0	0	0	0	2	1	0	0	0	0	0	8	2	0
10058	ABCB6	5	1	0	2	2	2	0	5	10	3	0	4	2	1
22	ABCB7	1	11	2	4	5	0	3	5	5	1	4	5	0	5
11194	ABCB8	1	1	5	3	2	7	3	2	1	4	3	6	7	2
23457	ABCB9	1	2	4	0	2	13	4	1	1	2	0	6	4	1
4363	ABCC1	48	22	39	37	30	13	49	14	30	44	44	54	9	59
89845	ABCC10	12	6	1	2	12	10	3	7	7	6	4	12	4	3
85320	ABCC11	0	1	0	0	0	2	0	0	0	1	2	1	2	2
94160	ABCC12	0	0	0	0	0	5	1	1	0	0	0	2	2	1
150000	ABCC13	0	0	0	1	0	1	0	0	0	0	0	0	0	0
1244	ABCC2	0	0	0	2	2	1	3	1	0	1	0	6	0	0
8714	ABCC3	0	0	1	1	0	10	0	0	1	3	0	6	2	5
10257	ABCC4	5	5	6	7	17	4	4	10	2	5	10	9	2	3
10057	ABCC5	7	7	3	9	4	4	1	5	0	5	15	11	3	4
100873982	ABCC5-AS1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
368	ABCC6	0	0	1	6	1	4	2	1	0	3	1	5	3	1
653190	ABCC6P1	0	0	2	0	1	3	0	0	0	0	0	0	0	0
730013	ABCC6P2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
6833	ABCC8	0	0	0	0	0	8	1	1	1	2	0	6	2	4
10060	ABCC9	0	1	0	0	0	1	0	0	1	1	0	2	4	1
215	ABCD1	11	2	2	1	2	14	2	6	13	4	6	9	5	11
225	ABCD2	2	0	0	0	0	0	0	1	0	1	5	3	0	1
5825	ABCD3	15	6	1	4	7	6	7	3	1	1	7	6	3	2
5826	ABCD4	8	6	3	1	5	4	3	3	2	9	9	9	1	4
6059	ABCE1	2	2	1	1	1	1	6	1	4	2	3	0	1	1
23	ABCF1	14	30	17	28	22	5	27	17	19	29	31	16	13	22
10061	ABCF2	32	56	57	34	43	24	45	20	30	77	44	59	39	46
55324	ABCF3	8	7	3	11	12	12	12	4	6	6	10	14	6	10
9619	ABCG1	4	0	2	2	11	13	3	1	15	17	12	13	10	23
9429	ABCG2	0	0	0	0	1	4	0	0	0	0	0	3	1	2
64137	ABCG4	0	0	1	0	0	3	0	0	1	0	0	0	2	3
64240	ABCG5	0	0	0	1	1	5	0	0	0	0	0	0	4	0
64241	ABCG8	0	1	1	0	1	0	0	0	0	0	0	3	0	1
84696	ABHD1	0	0	0	0	0	3	1	0	2	0	0	3	2	1
55347	ABHD10	13	4	0	0	0	0	4	1	4	2	1	2	2	3
83451	ABHD11	1	3	6	1	7	3	6	13	0	5	4	4	6	2
171022	ABHD11-AS1	0	0	0	0	0	2	0	0	0	0	0	0	1	0
26090	ABHD12	5	10	4	6	7	20	10	5	6	2	2	11	7	6
145447	ABHD12B	0	0	1	0	0	1	0	0	0	1	0	1	0	0
84945	ABHD13	1	4	0	1	4	0	2	0	7	2	1	1	1	1
25864	ABHD14A	1	2	3	1	0	0	2	0	2	1	0	0	0	0
84836	ABHD14B	15	13	2	8	29	3	27	10	9	12	11	17	9	16
116236	ABHD15	2	1	5	2	1	6	3	2	2	5	1	3	1	2
7920	ABHD16A	2	9	0	6	5	3	2	9	5	5	2	5	0	2
140701	ABHD16B	1	1	1	0	1	4	4	4	0	4	3	2	4	3
81926	ABHD17A	14	8	6	7	11	22	5	12	5	12	12	12	16	8
51104	ABHD17B	7	28	20	11	6	6	23	7	14	14	5	11	12	29
58489	ABHD17C	1	0	1	0	2	1	1	0	0	0	0	2	0	1
80167	ABHD18	6	6	3	3	9	7	4	1	5	8	3	14	3	1
11057	ABHD2	67	39	52	64	77	16	108	34	16	86	82	58	35	47
171586	ABHD3	0	1	2	7	1	1	4	3	1	0	3	12	2	6
63874	ABHD4	13	17	5	2	10	4	7	6	2	10	2	3	0	5
51099	ABHD5	3	0	1	9	4	4	2	5	1	4	5	5	10	0
57406	ABHD6	0	1	1	4	0	2	3	2	1	1	0	0	1	3
79575	ABHD8	2	1	0	1	5	10	2	4	2	3	3	3	6	7
10006	ABI1	19	18	16	10	10	16	9	7	16	28	23	20	69	23
10152	ABI2	14	28	4	11	9	6	9	12	7	13	1	7	7	6
51225	ABI3	3	1	1	0	1	3	12	1	0	9	17	2	12	8
25890	ABI3BP	0	1	1	1	0	4	1	0	1	0	1	3	3	3
54942	ABITRAM	2	3	0	0	0	0	1	2	0	0	1	1	1	1
25	ABL1	63800	103200	71147	55610	65375	23306	86885	41953	61689	82625	74366	55766	31416	56645
27	ABL2	161	324	136	142	215	29	266	87	181	188	198	187	54	145
3983	ABLIM1	7	0	4	6	3	2	11	5	1	11	5	9	2	4
84448	ABLIM2	3	0	3	6	1	21	0	0	0	0	1	3	9	8
22885	ABLIM3	0	0	1	1	0	2	0	2	0	2	0	2	2	1
28	ABO	0	0	7	2	0	0	1	1	3	11	1	2	3	9
29	ABR	31	39	9	25	36	69	22	37	33	27	36	28	91	71
137735	ABRA	0	0	0	0	0	0	0	1	0	0	0	1	0	0
58527	ABRACL	1	5	4	7	2	0	0	1	2	3	5	0	0	1
84142	ABRAXAS1	12	24	10	8	7	11	19	9	6	18	10	6	12	17
23172	ABRAXAS2	3	3	5	0	4	1	3	4	1	2	8	1	0	1
29777	ABT1	2	4	2	0	5	1	0	1	0	3	2	5	4	6
80325	ABTB1	19	2	3	12	12	7	3	14	9	10	18	18	23	10
25841	ABTB2	5	4	4	5	62	17	2	2	1	8	10	7	8	6
30	ACAA1	9	20	12	8	11	16	4	7	9	14	13	5	23	13
10449	ACAA2	0	5	7	2	0	1	1	1	3	1	2	4	3	4
31	ACACA	14	15	11	5	13	5	15	1	10	19	13	19	25	11
32	ACACB	1	5	1	3	6	16	4	4	0	3	1	12	9	7
80724	ACAD10	13	2	10	3	11	6	7	9	8	1	5	8	2	2
84129	ACAD11	0	0	0	2	0	1	0	0	0	0	0	0	0	0
27034	ACAD8	8	0	0	0	4	3	6	1	0	2	1	5	7	1
28976	ACAD9	3	13	14	2	5	19	7	0	1	8	0	8	2	1
33	ACADL	0	0	0	0	0	1	0	0	0	0	0	2	1	1
34	ACADM	13	10	6	6	1	1	5	1	2	7	8	2	5	6
35	ACADS	5	0	5	4	13	2	2	0	0	5	5	6	2	4
36	ACADSB	5	2	1	7	5	2	19	2	3	9	5	12	4	3
37	ACADVL	79	47	63	61	97	40	81	30	18	44	83	60	69	59
176	ACAN	2	0	0	0	1	2	0	0	1	2	0	3	3	2
9744	ACAP1	66	29	26	40	60	37	33	20	27	66	24	39	31	23
23527	ACAP2	25	24	11	14	6	6	12	12	15	22	10	9	19	14
116983	ACAP3	24	31	28	6	27	40	14	8	7	16	18	20	41	16
38	ACAT1	11	17	6	7	0	3	0	2	4	3	15	19	2	2
39	ACAT2	0	5	3	1	0	2	5	1	5	0	0	5	1	4
64746	ACBD3	2	10	1	5	7	7	16	3	8	15	5	7	5	5
79777	ACBD4	2	4	7	3	4	9	4	1	0	0	6	13	3	2
91452	ACBD5	5	9	6	4	4	4	8	3	3	5	2	5	5	21
84320	ACBD6	7	9	10	2	6	9	10	10	8	9	11	12	8	5
414149	ACBD7	1	1	1	2	1	1	0	0	0	0	0	0	1	1
84680	ACCS	2	9	3	5	8	5	1	0	1	5	4	7	5	4
390110	ACCSL	0	0	0	0	0	0	0	0	1	0	1	2	0	0
65057	ACD	44463	50556	47560	30825	31662	10635	39423	23477	31585	22397	37213	35135	11103	9408
1636	ACE	1	0	2	2	1	15	2	0	0	3	2	4	6	4
59272	ACE2	1	1	0	0	0	0	0	0	0	0	0	4	0	0
125981	ACER1	0	0	1	0	0	2	0	0	0	0	0	0	0	0
340485	ACER2	0	2	0	0	0	0	0	0	0	0	0	0	1	0
55331	ACER3	5	8	3	6	1	22	3	8	6	4	5	11	29	13
43	ACHE	0	0	0	0	0	5	1	2	0	1	0	3	2	1
22985	ACIN1	48	47	48	20	65	39	40	42	30	46	54	74	54	33
2532	ACKR1	0	0	0	0	0	0	0	0	1	0	0	0	1	0
1238	ACKR2	1	0	0	0	3	1	1	0	0	2	1	1	0	2
57007	ACKR3	2	1	2	0	1	4	2	1	5	0	0	1	6	9
47	ACLY	31	32	36	45	17	12	26	2	35	22	14	24	23	8
130013	ACMSD	0	0	0	0	0	1	0	0	0	1	0	0	0	0
48	ACO1	1	3	0	3	2	0	0	2	18	7	6	5	2	5
50	ACO2	662	747	798	502	544	59	966	504	593	638	612	731	176	287
730249	ACOD1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
641371	ACOT1	0	0	0	0	0	2	0	0	1	1	1	1	1	2
26027	ACOT11	1	2	4	1	3	7	3	2	0	3	0	3	6	4
134526	ACOT12	1	0	1	0	0	2	0	0	0	0	0	3	3	0
55856	ACOT13	11	9	5	8	7	7	7	1	7	8	5	10	6	4
10965	ACOT2	1	1	0	0	0	3	0	0	0	1	1	1	1	5
122970	ACOT4	0	0	0	0	0	4	0	0	0	1	0	0	0	2
641372	ACOT6	0	0	0	1	0	1	1	0	0	0	0	0	1	1
11332	ACOT7	5	16	5	0	1	3	3	1	11	1	1	3	8	3
10005	ACOT8	0	2	5	1	2	3	1	3	5	1	6	5	7	18
23597	ACOT9	6	7	15	6	2	4	11	3	3	7	7	8	10	1
51	ACOX1	38	55	37	36	32	78	43	28	25	47	27	25	96	55
8309	ACOX2	0	0	0	1	0	0	0	0	0	1	0	3	0	0
8310	ACOX3	5	2	4	1	2	6	1	2	5	5	3	4	8	1
55289	ACOXL	0	1	0	0	1	8	0	0	0	0	0	1	3	1
52	ACP1	9	5	3	0	0	0	2	3	4	6	12	3	4	0
53	ACP2	7	0	0	2	4	3	7	0	5	6	13	7	0	0
55	ACP3	0	0	3	4	1	3	2	1	2	3	2	5	9	1
93650	ACP4	1	2	0	0	0	1	1	0	0	2	1	3	1	0
54	ACP5	3	0	0	0	1	5	0	0	0	0	5	5	3	3
51205	ACP6	3	0	0	1	0	2	0	3	1	3	0	2	0	0
390928	ACP7	0	0	0	3	0	14	0	1	0	0	0	1	3	3
49	ACR	0	0	0	0	0	1	0	0	0	0	0	0	1	0
84519	ACRBP	0	4	0	4	10	8	2	0	0	5	1	5	2	0
23205	ACSBG1	0	0	0	1	0	1	0	0	0	1	0	1	1	1
81616	ACSBG2	0	1	0	2	0	2	0	0	1	0	0	0	0	2
80221	ACSF2	6	2	7	1	0	5	0	0	4	4	2	3	2	3
197322	ACSF3	13	2	4	11	17	19	6	7	9	10	11	7	9	3
2180	ACSL1	20	15	14	41	19	4	10	12	6	6	33	46	13	5
2181	ACSL3	0	6	2	0	5	5	2	4	7	4	0	3	6	13
2182	ACSL4	9	11	12	3	3	0	5	7	11	8	8	8	2	11
51703	ACSL5	1	8	17	1	2	0	6	6	4	6	7	15	3	0
23305	ACSL6	1	1	1	1	3	9	1	4	2	0	1	6	3	0
116285	ACSM1	2	1	0	0	4	1	0	2	0	1	0	2	0	1
123876	ACSM2A	0	0	0	0	0	0	0	1	0	0	0	2	0	0
348158	ACSM2B	0	0	0	0	1	0	0	1	0	0	1	1	1	0
6296	ACSM3	5	5	4	3	8	2	5	1	0	0	5	2	1	1
341392	ACSM4	1	1	1	0	0	1	0	1	0	0	0	0	0	0
54988	ACSM5	0	0	0	0	0	0	0	0	0	0	0	3	0	0
142827	ACSM6	0	0	0	0	0	1	0	0	0	0	0	1	0	2
84532	ACSS1	11	3	15	8	9	4	12	5	10	17	11	11	8	4
55902	ACSS2	5	10	1	3	7	10	5	0	6	4	8	14	8	3
79611	ACSS3	0	0	0	0	0	0	0	0	0	0	1	0	0	0
58	ACTA1	0	0	0	1	0	3	0	0	0	0	0	1	0	0
59	ACTA2	278	164	256	203	557	266	223	86	30	189	577	352	122	55
60	ACTB	301	478	277	208	164	67	206	278	217	296	319	250	265	97
345651	ACTBL2	0	0	0	1	0	0	1	0	0	0	0	0	0	0
70	ACTC1	0	0	0	0	0	2	0	0	0	0	0	0	1	0
399923	ACTE1P	0	0	0	0	0	1	0	0	0	0	0	0	1	0
71	ACTG1	72	198	174	67	141	143	70	57	130	151	101	112	79	66
283693	ACTG1P17	1	0	0	1	1	1	1	1	0	0	0	1	0	0
644961	ACTG1P20	0	0	0	0	1	1	0	0	0	1	1	0	2	0
148709	ACTG1P25	0	0	0	0	0	0	2	2	0	0	1	0	0	0
648740	ACTG1P4	0	0	0	0	0	0	0	0	0	1	0	0	0	0
72	ACTG2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
170487	ACTL10	0	0	0	0	0	1	0	0	0	0	0	1	0	1
86	ACTL6A	14	2	12	1	9	7	7	2	9	2	1	2	2	2
51412	ACTL6B	0	0	0	0	0	4	0	0	0	1	0	1	2	1
10881	ACTL7A	0	0	0	0	0	0	0	0	0	0	0	1	0	0
10880	ACTL7B	0	0	0	0	1	0	0	0	0	0	0	2	2	1
81569	ACTL8	1	0	0	0	0	1	0	0	0	0	0	1	2	1
284382	ACTL9	0	0	0	0	0	0	0	0	1	1	0	1	1	1
87	ACTN1	74	307	82	266	235	48	184	183	68	239	117	100	245	30
161159	ACTN1-DT	0	0	0	0	0	1	0	0	0	0	0	0	0	0
88	ACTN2	0	0	0	1	0	4	0	1	0	0	0	3	2	5
89	ACTN3	1	0	1	0	0	6	0	1	0	1	0	4	3	4
81	ACTN4	76	48	78	50	69	36	55	23	36	64	64	74	45	29
55860	ACTR10	6	5	3	8	5	0	14	3	4	2	1	3	4	1
10121	ACTR1A	9	0	4	7	5	3	8	3	1	11	8	11	4	5
10120	ACTR1B	7	7	11	5	16	1	9	7	1	5	12	14	7	9
10097	ACTR2	18	12	7	10	14	4	15	7	16	24	14	20	15	17
10096	ACTR3	17	23	21	14	19	10	17	7	18	21	14	24	17	12
101060091	ACTR3-AS1	10	0	1	10	6	3	2	1	5	2	4	4	0	6
57180	ACTR3B	3	0	2	1	4	2	7	1	0	6	1	6	5	12
653857	ACTR3C	2	0	0	0	1	4	0	0	1	3	1	1	3	1
79913	ACTR5	0	3	0	1	4	2	1	1	3	2	2	1	2	4
64431	ACTR6	2	1	9	4	5	2	5	0	0	1	0	3	8	2
93973	ACTR8	6	4	5	3	3	0	7	2	3	7	5	6	3	2
139741	ACTRT1	0	0	0	1	0	0	0	0	0	0	0	1	0	0
140625	ACTRT2	0	0	0	0	0	1	0	0	0	0	0	1	1	2
84517	ACTRT3	0	1	0	0	1	0	0	0	1	0	0	1	0	0
90	ACVR1	2	1	3	1	11	12	10	4	1	3	2	7	8	5
91	ACVR1B	14	20	9	5	11	20	9	9	8	8	14	9	7	27
130399	ACVR1C	1	1	1	2	2	20	0	3	1	0	0	0	6	22
92	ACVR2A	4	1	2	3	7	11	3	4	1	2	3	1	1	3
93	ACVR2B	1	0	0	1	0	2	0	1	1	0	0	1	4	1
100128640	ACVR2B-AS1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
94	ACVRL1	1	0	2	0	1	6	0	0	0	0	2	1	1	1
95	ACY1	0	0	0	0	0	1	0	0	0	1	0	1	0	0
91703	ACY3	0	0	3	1	3	1	0	1	10	4	0	1	0	0
97	ACYP1	2	0	0	5	0	0	3	0	1	0	1	0	1	0
98	ACYP2	0	2	1	0	0	1	3	0	0	1	0	0	2	1
100	ADA	11	20	28	54	58	2	48	21	11	41	13	21	17	10
51816	ADA2	44	119	29	35	58	51	27	116	102	70	193	199	111	23
132612	ADAD1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
161931	ADAD2	1	0	0	0	0	12	0	0	0	0	0	4	2	6
161823	ADAL	4	1	2	3	3	3	4	1	1	6	3	3	1	2
102	ADAM10	67	81	46	49	57	68	39	37	62	80	67	49	68	44
4185	ADAM11	1	2	1	0	1	4	0	0	1	3	3	5	3	7
8038	ADAM12	0	0	0	0	0	3	1	0	0	2	1	5	0	0
8751	ADAM15	34	10	9	5	9	28	10	12	9	9	11	27	23	6
6868	ADAM17	24	44	10	8	16	2	48	9	10	8	25	11	14	33
8749	ADAM18	1	0	0	0	0	1	0	0	2	0	0	3	0	1
8728	ADAM19	13	3	0	4	1	8	0	5	3	4	12	4	11	13
8759	ADAM1A	0	0	0	0	0	0	0	0	0	2	0	0	0	0
2515	ADAM2	0	0	0	0	0	1	0	0	0	0	0	1	0	2
8748	ADAM20	1	0	0	0	0	2	0	0	0	0	0	1	0	1
317760	ADAM20P1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
8747	ADAM21	1	0	0	0	0	0	0	0	0	0	0	2	1	1
145241	ADAM21P1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
53616	ADAM22	3	1	2	0	0	2	1	0	1	2	0	2	1	1
8745	ADAM23	0	0	0	0	4	2	0	1	0	0	0	3	1	0
10863	ADAM28	24	0	12	6	14	3	24	10	4	23	18	9	2	7
11086	ADAM29	0	0	0	0	0	0	0	0	1	0	0	1	0	0
11085	ADAM30	0	0	1	0	0	0	0	0	0	0	0	0	0	0
203102	ADAM32	0	0	0	0	1	3	0	0	0	3	0	1	2	1
80332	ADAM33	1	0	1	1	0	7	2	1	1	1	0	3	7	3
1587	ADAM3A	0	0	0	0	0	1	0	0	0	0	0	0	0	0
8756	ADAM7	0	0	1	0	0	3	0	0	0	0	0	1	0	0
101	ADAM8	78	12	9	35	63	27	7	18	2	64	18	31	28	40
8754	ADAM9	3	0	1	2	3	3	0	0	1	3	5	4	6	1
27299	ADAMDEC1	3	0	1	1	0	0	0	0	0	0	0	1	0	0
9510	ADAMTS1	1	7	0	2	1	1	0	0	0	0	1	3	0	1
81794	ADAMTS10	1	8	0	1	3	16	0	2	7	6	0	6	3	3
81792	ADAMTS12	0	1	0	3	1	1	1	0	0	1	0	1	0	2
11093	ADAMTS13	0	2	0	2	1	9	0	2	0	1	1	2	3	2
140766	ADAMTS14	5	4	3	12	13	9	6	1	5	2	16	4	6	20
170689	ADAMTS15	0	0	0	0	0	3	0	1	0	0	0	1	2	0
170690	ADAMTS16	2	0	0	0	1	1	0	2	0	1	0	1	3	1
101929176	ADAMTS16-DT	0	0	0	0	0	2	0	0	0	0	0	0	0	0
170691	ADAMTS17	0	0	0	0	0	3	3	3	0	0	0	4	0	0
170692	ADAMTS18	0	0	0	2	0	2	0	0	0	0	0	6	2	0
171019	ADAMTS19	0	0	0	0	0	2	0	0	0	0	0	2	3	1
9509	ADAMTS2	2	7	0	0	0	38	0	2	1	0	6	29	8	4
80070	ADAMTS20	0	0	1	0	0	3	1	0	1	1	1	2	0	1
9508	ADAMTS3	1	4	0	0	0	2	3	1	0	0	0	1	0	0
9507	ADAMTS4	0	0	0	0	0	6	0	0	1	0	0	2	0	2
11096	ADAMTS5	0	0	0	0	0	1	0	0	0	0	0	0	0	1
11174	ADAMTS6	0	1	4	0	1	1	0	0	1	2	0	2	2	0
11173	ADAMTS7	0	1	0	0	1	10	0	0	0	0	0	2	2	4
390660	ADAMTS7P1	0	0	0	2	0	12	2	0	0	0	0	0	1	2
11095	ADAMTS8	0	0	0	0	0	5	0	0	1	0	0	1	0	2
56999	ADAMTS9	0	0	0	0	0	2	0	0	1	0	1	3	1	1
100507098	ADAMTS9-AS2	0	0	0	0	0	1	0	0	0	0	0	0	1	0
92949	ADAMTSL1	1	0	0	1	1	3	2	0	0	0	1	5	0	2
9719	ADAMTSL2	1	0	0	1	4	6	0	1	0	0	0	3	5	1
57188	ADAMTSL3	1	0	0	0	0	0	0	0	0	1	0	3	1	1
54507	ADAMTSL4	50	25	10	25	48	73	33	24	31	26	98	98	30	21
574406	ADAMTSL4-AS1	83	163	52	94	268	56	78	419	130	135	459	187	45	132
339366	ADAMTSL5	1	0	0	1	4	16	0	1	0	1	0	0	3	1
11033	ADAP1	10	3	4	2	10	17	5	10	6	6	4	24	33	26
55803	ADAP2	12	0	3	2	4	46	4	6	3	0	33	9	28	16
103	ADAR	65	53	31	33	60	4	22	54	39	65	58	56	25	89
104	ADARB1	63	51	42	54	177	17	48	45	47	17	72	110	20	52
105	ADARB2	0	0	0	2	1	6	0	0	0	0	1	0	0	2
642394	ADARB2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
23536	ADAT1	23	15	16	29	17	14	24	10	13	23	25	15	15	7
134637	ADAT2	3	2	5	5	4	3	2	2	5	8	9	5	3	2
113179	ADAT3	0	1	0	1	1	1	2	1	2	0	0	1	1	1
57143	ADCK1	2	0	0	0	7	4	0	0	2	0	7	4	4	5
90956	ADCK2	1	0	5	1	5	2	2	0	2	1	0	2	4	4
203054	ADCK5	9	2	8	12	8	26	7	8	2	8	5	5	19	3
107	ADCY1	0	0	0	0	0	5	0	1	0	0	0	1	2	0
55811	ADCY10	0	0	0	1	0	1	2	0	2	2	0	4	3	0
221442	ADCY10P1	0	0	4	0	2	2	0	0	0	2	3	3	2	5
108	ADCY2	0	0	0	1	1	2	0	0	0	0	0	1	1	0
109	ADCY3	3	5	14	16	6	9	9	2	8	15	8	7	7	19
196883	ADCY4	6	1	1	11	3	26	4	1	4	6	2	9	13	11
111	ADCY5	0	0	0	1	1	7	0	1	0	2	0	3	3	0
112	ADCY6	1	3	3	1	2	4	0	1	11	17	1	4	3	1
100506125	ADCY6-DT	0	0	0	0	0	3	0	0	0	0	0	0	1	1
113	ADCY7	37	32	24	20	57	46	45	9	25	68	57	32	50	20
114	ADCY8	0	0	0	0	1	7	0	1	0	0	0	1	3	3
115	ADCY9	2	15	2	1	4	8	0	0	4	3	3	6	4	3
116	ADCYAP1	0	0	1	0	0	0	1	0	0	0	0	0	1	2
117	ADCYAP1R1	0	0	0	0	2	0	1	0	0	2	0	2	1	0
118	ADD1	19	18	30	23	21	28	19	26	41	26	43	24	22	15
119	ADD2	0	0	1	1	1	2	2	17	2	1	0	2	1	4
120	ADD3	12	4	19	22	18	1	11	19	17	16	8	18	4	5
100505933	ADD3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
79747	ADGB	2	1	0	0	0	1	0	2	0	1	0	2	1	0
84435	ADGRA1	0	0	0	0	0	11	0	1	0	0	1	3	2	1
100128127	ADGRA1-AS1	0	0	0	0	0	3	0	0	0	0	0	0	1	1
25960	ADGRA2	8	5	2	2	9	27	4	9	12	6	8	21	14	10
166647	ADGRA3	2	3	1	3	2	2	2	0	5	8	0	6	4	7
575	ADGRB1	2	1	2	1	6	23	18	7	1	3	5	3	10	4
576	ADGRB2	0	0	0	2	3	11	0	2	0	3	2	2	4	0
577	ADGRB3	1	0	1	0	0	2	1	0	0	1	0	2	1	9
283383	ADGRD1	2	0	1	0	1	2	2	0	0	0	0	4	1	0
347088	ADGRD2	0	2	0	0	2	10	0	0	1	0	1	6	2	3
2015	ADGRE1	6	1	11	8	10	3	4	13	16	6	5	25	4	85
30817	ADGRE2	65	56	37	35	53	19	70	22	38	55	67	42	37	53
84658	ADGRE3	3	0	3	21	1	5	0	11	0	5	13	1	4	1
326342	ADGRE4P	0	0	0	0	0	1	1	0	0	0	0	1	1	0
976	ADGRE5	131	149	109	84	132	52	175	43	39	73	153	173	66	81
266977	ADGRF1	0	1	1	0	0	2	0	1	1	0	0	1	2	0
222611	ADGRF2	0	0	0	0	1	0	1	0	0	0	0	0	0	1
165082	ADGRF3	2	2	3	0	3	14	2	3	0	6	4	7	16	13
221393	ADGRF4	0	0	0	0	0	0	0	0	0	0	0	1	0	0
221395	ADGRF5	0	1	2	0	1	0	0	0	1	0	0	4	0	0
9289	ADGRG1	44	65	29	18	27	7	79	36	2	47	135	17	5	10
10149	ADGRG2	1	1	1	1	2	2	0	1	0	1	1	5	2	0
222487	ADGRG3	0	2	0	22	11	3	9	7	1	3	2	29	11	17
139378	ADGRG4	3	1	2	1	0	2	1	0	2	1	0	7	1	2
221188	ADGRG5	20	2	20	3	12	1	4	5	10	26	7	11	3	3
